FIPS,City,Year,Population,Primary Point
1912945,Chatsworth,July 01 2006,89,POINT (-96.5144511 42.9163167)
1979500,Underwood,July 01 2019,956,POINT (-95.6820111 41.3807698)
1964020,Polk City,April 01 1990,1908,POINT (-93.7130589 41.7769994)
1956055,Newhall,July 01 2002,919,POINT (-91.9673411 41.9933287)
1930225,George,July 01 2003,1014,POINT (-96.0027092 43.341995)
1935130,Havelock,July 01 1993,209,POINT (-94.7008548 42.8331095)
1982335,Washington,July 01 2005,7066,POINT (-91.6928008 41.2982237)
1958980,Olin,July 01 2006,699,POINT (-91.1417344 41.9977327)
1941610,Kiron,July 01 2005,261,POINT (-95.3272682 42.1941298)
1922755,Duncombe,July 01 1997,451,POINT (-93.9962117 42.4694866)
1939765,Johnston,July 01 2015,19702,POINT (-93.7172578 41.6856012)
1941385,Kingsley,July 01 2009,1244,POINT (-95.9679007 42.5864657)
1937560,Humboldt,July 01 1995,4502,POINT (-94.2245141 42.7231707)
1946605,Lost Nation,July 01 2008,461,POINT (-90.8167168 41.9665989)
1955200,Mystic,July 01 2018,408,POINT (-92.9446124 40.7791816)
1917130,Crawfordsville,July 01 1995,314,POINT (-91.5366275 41.2139194)
1923115,Dyersville,July 01 1998,3849,POINT (-91.1174613 42.4817273)
1910765,Carlisle,July 01 1996,3556,POINT (-93.4877345 41.511846)
1949845,Martelle,July 01 1996,293,POINT (-91.3577596 42.0204466)
1960555,Owasa,April 01 2000,38,POINT (-93.2049961 42.4316875)
1985845,Williamsburg,July 01 1997,2457,POINT (-92.0098017 41.6679743)
1979545,Union,July 01 2009,381,POINT (-93.0626769 42.2435351)
1942555,Lake Mills,July 01 2004,2034,POINT (-93.5320645 43.4169493)
1974415,Spirit Lake,July 01 1993,3982,POINT (-95.1108029 43.4177008)
1947460,Luxemburg,July 01 2015,250,POINT (-91.0725831 42.6040308)
1934725,Hartley,April 01 2000,1733,POINT (-95.4767498 43.1790472)
1982065,Walnut,July 01 1991,804,POINT (-95.2204992 41.4884727)
1931845,Graf,July 01 2006,74,POINT (-90.8732325 42.4938574)
1909280,Buffalo Center,July 01 1992,1067,POINT (-93.9428112 43.3893894)
1983595,West Branch,July 01 2006,2262,POINT (-91.3406612 41.6627654)
1932475,Granville,July 01 2003,319,POINT (-95.8748315 42.9852282)
1902800,Arispe,July 01 2004,90,POINT (-94.2191509 40.9480308)
1953985,Moravia,July 01 2004,693,POINT (-92.8191273 40.8918338)
1974775,St. Charles,July 01 1992,555,POINT (-91.4457379 42.0529659)
1928515,Fort Dodge,July 01 2016,24438,POINT (-94.175105 42.5097987)
1934860,Harvey,July 01 2015,240,POINT (-92.922688 41.3179424)
1925725,Epworth,July 01 1996,1407,POINT (-90.9309156 42.4474634)
1936885,Holy Cross,July 01 1994,293,POINT (-90.996183 42.6010877)
1957630,Northwood,July 01 1991,1960,POINT (-93.2166459 43.444054)
1923430,Earlville,July 01 1991,880,POINT (-91.2701068 42.4827545)
1921810,Donnellson,July 01 2005,902,POINT (-91.5615902 40.6441384)
1950520,Maxwell,July 01 1993,796,POINT (-93.3959877 41.8913844)
1964605,Preston,July 01 2003,929,POINT (-90.3973609 42.0490456)
1971040,Scarville,July 01 2011,71,POINT (-93.6165718 43.4709669)
1915825,Conrad,July 01 1997,1042,POINT (-92.8741297 42.2233803)
1902080,Andover,July 01 2003,87,POINT (-90.2529846 41.9799233)
1934545,Harper,July 01 2015,109,POINT (-92.0509513 41.3636709)
1957135,North Buena Vista,April 01 2010,121,POINT (-90.9585058 42.677621)
1956460,New Sharon,July 01 2009,1295,POINT (-92.6509239 41.4701036)
1976485,Sutherland,July 01 1994,704,POINT (-95.4950352 42.9728304)
1908605,Britt,July 01 2019,1955,POINT (-93.8031592 43.0974978)
1924690,Elkader,July 01 2008,1343,POINT (-91.4023462 42.8571273)
1901045,Alden,July 01 2011,777,POINT (-93.380649 42.5105935)
1914250,Clermont,July 01 2013,612,POINT (-91.6523116 43.0001627)
1955110,Muscatine,April 01 2010,22886,POINT (-91.0680884 41.4194742)
1973425,Sioux Rapids,July 01 2019,744,POINT (-95.1487935 42.891608)
1933060,Grimes,July 01 1997,3649,POINT (-93.7945972 41.6775439)
1980985,Villisca,July 01 2002,1291,POINT (-94.9819234 40.9298265)
1904240,Bagley,July 01 2007,321,POINT (-94.4303047 41.8463643)
1915825,Conrad,July 01 2009,995,POINT (-92.8741297 42.2233803)
1961320,Panora,July 01 2015,1068,POINT (-94.3637004 41.6910202)
1964290,Postville,July 01 2011,2193,POINT (-91.5682128 43.0839487)
1963525,Pleasant Hill,July 01 2005,6334,POINT (-93.487681 41.5725717)
1968160,Rock Rapids,April 01 2000,2573,POINT (-96.1657284 43.4258915)
1934365,Hansell,July 01 2002,98,POINT (-93.104094 42.7577502)
1962040,Pella,July 01 2011,10331,POINT (-92.9177547 41.4051393)
1931575,Goodell,July 01 2018,129,POINT (-93.614062 42.9237297)
1900595,Afton,July 01 1997,948,POINT (-94.1953729 41.0276183)
1909550,Burlington,July 01 2003,25774,POINT (-91.1248966 40.8071958)
1901090,Alexander,July 01 2019,161,POINT (-93.4786472 42.8044201)
1924780,Elk Horn,July 01 2013,648,POINT (-95.0615601 41.5929843)
1933960,Hampton,July 01 2001,4165,POINT (-93.2049662 42.7420064)
1918435,Danville,July 01 2007,852,POINT (-91.3145579 40.8600374)
1928290,Fontanelle,July 01 1994,834,POINT (-94.5600489 41.2900061)
1969690,Sageville,July 01 2019,101,POINT (-90.7061464 42.5489155)
1957360,North Liberty,July 01 2019,19501,POINT (-91.610653 41.7439981)
1942645,Lakeside,July 01 1993,542,POINT (-95.1771496 42.6178106)
1954705,Mount Pleasant,July 01 1994,8324,POINT (-91.5452743 40.9621765)
1952905,Mitchell,July 01 2007,150,POINT (-92.8708732 43.320421)
1942600,Lake Park,July 01 2009,972,POINT (-95.325247 43.4477627)
1919945,Denison,July 01 1992,6624,POINT (-95.3528292 42.0159708)
1909235,Buffalo,April 01 2000,1321,POINT (-90.6982147 41.4648017)
1924735,Elkhart,July 01 2011,687,POINT (-93.5242476 41.7922878)
1934590,Harpers Ferry,April 01 2000,330,POINT (-91.1520093 43.2009123)
1938055,Imogene,July 01 2003,60,POINT (-95.427529 40.8790395)
1912630,Centralia,July 01 1998,128,POINT (-90.8365993 42.4724003)
1912855,Charlotte,July 01 2001,425,POINT (-90.4682057 41.9621301)
1965415,Rake,April 01 1990,238,POINT (-93.9201734 43.4805671)
1975135,State Center,July 01 2011,1485,POINT (-93.1652582 42.0148885)
1975720,Stout,July 01 2009,213,POINT (-92.7115452 42.5268983)
1916950,Craig,July 01 2007,97,POINT (-96.3095738 42.8955639)
1901315,Allison,April 01 2010,1029,POINT (-92.7957606 42.7517481)
1913980,Clearfield,July 01 1993,357,POINT (-94.4825546 40.8025441)
1978825,Treynor,July 01 2011,927,POINT (-95.6063422 41.2321933)
1947820,McCausland,July 01 1996,325,POINT (-90.4460511 41.7434706)
1967350,Riverdale,July 01 2018,434,POINT (-90.4637332 41.5370578)
1901270,Allerton,April 01 2010,501,POINT (-93.3689153 40.7076938)
1908155,Brandon,July 01 2005,312,POINT (-92.0032219 42.3150339)
1925500,Emerson,July 01 2004,478,POINT (-95.4027422 41.018044)
1966720,Richland,July 01 2009,555,POINT (-91.9960251 41.1857094)
1953490,Montezuma,July 01 2012,1435,POINT (-92.5273821 41.5833762)
1951060,Melvin,July 01 2007,230,POINT (-95.608646 43.2864738)
1943050,La Motte,July 01 2004,276,POINT (-90.6234291 42.2957342)
1908470,Brighton,July 01 2015,656,POINT (-91.8212009 41.1746979)
1901000,Alburnett,July 01 2018,702,POINT (-91.6209167 42.1493012)
1978600,Toronto,April 01 1990,132,POINT (-90.8627574 41.9028894)
1946920,Lowden,July 01 2006,801,POINT (-90.9236914 41.8591084)
1950700,Mechanicsville,July 01 1991,1080,POINT (-91.2532455 41.905572)
1930810,Gillett Grove,April 01 1990,67,POINT (-95.0366368 43.0167093)
1938820,Ireton,July 01 2013,609,POINT (-96.3217494 42.974898)
1922845,Dunkerton,July 01 2009,815,POINT (-92.161378 42.5673881)
1986250,Windsor Heights,July 01 2006,4546,POINT (-93.7128163 41.6041919)
1941475,Kinross,July 01 1998,93,POINT (-91.9873035 41.4588773)
1938460,Ionia,April 01 1990,304,POINT (-92.4584186 43.0360537)
1906175,Bertram,July 01 1997,256,POINT (-91.5376397 41.9511334)
1965955,Reasnor,July 01 2006,191,POINT (-93.0229143 41.5788538)
1943500,Larrabee,July 01 2019,131,POINT (-95.5447369 42.8615008)
1986610,Wiota,July 01 2005,144,POINT (-94.8874747 41.4010236)
1957045,Northboro,July 01 2006,57,POINT (-95.2936381 40.6080172)
1948855,Manilla,July 01 2012,779,POINT (-95.2345611 41.8923087)
1947505,Luzerne,July 01 2014,94,POINT (-92.1802573 41.9057019)
1912945,Chatsworth,July 01 1998,104,POINT (-96.5144511 42.9163167)
1982965,Wayland,July 01 2006,932,POINT (-91.659088 41.148462)
1946605,Lost Nation,July 01 2019,406,POINT (-90.8167168 41.9665989)
1922620,Dumont,July 01 2002,651,POINT (-92.9735076 42.7521928)
1948675,Maloy,July 01 2004,29,POINT (-94.4119202 40.6731797)
1937605,Humeston,July 01 2014,478,POINT (-93.4972195 40.8609187)
1946425,Long Grove,July 01 2003,709,POINT (-90.5802816 41.692241)
1924870,Elk Run Heights,July 01 2011,1126,POINT (-92.2500729 42.4661346)
1919090,Davis City,July 01 2001,273,POINT (-93.8126017 40.6401518)
1963840,Plover,July 01 1997,93,POINT (-94.6222266 42.876712)
1940440,Kellogg,July 01 1993,693,POINT (-92.9070787 41.7180274)
1969015,Rowan,April 01 1990,189,POINT (-93.5504173 42.7391166)
1958890,Olds,July 01 1998,194,POINT (-91.544229 41.1341655)
1908875,Brunsville,July 01 2013,152,POINT (-96.2667032 42.8109608)
1977115,Tama,July 01 2003,2653,POINT (-92.5739874 41.9636382)
1922800,Dundee,July 01 2015,169,POINT (-91.5461458 42.5798507)
1905365,Bedford,April 01 1990,1528,POINT (-94.7240366 40.6711504)
1912630,Centralia,July 01 2016,128,POINT (-90.8365993 42.4724003)
1906355,Bettendorf,July 01 2017,35783,POINT (-90.4764586 41.56564)
1964110,Popejoy,July 01 2019,75,POINT (-93.4278229 42.5938807)
1975810,Stratford,July 01 2015,728,POINT (-93.9272412 42.2691235)
1925365,Ely,July 01 2007,1550,POINT (-91.5850379 41.8753461)
1970230,Salem,July 01 2008,447,POINT (-91.6206406 40.8519773)
1958060,Oakland,July 01 2003,1446,
1919765,Deloit,April 01 2000,288,POINT (-95.3174643 42.0971421)
1908470,Brighton,July 01 2017,656,POINT (-91.8212009 41.1746979)
1981345,Volga,July 01 1993,309,POINT (-91.5422736 42.8026667)
1984835,Westwood,July 01 2013,112,POINT (-91.6266238 40.9647732)
1935220,Haverhill,July 01 2008,160,POINT (-92.9607403 41.9441206)
1940350,Kellerton,July 01 2011,309,POINT (-94.0502485 40.7102575)
1924465,Eldora,April 01 2010,2732,POINT (-93.1012867 42.3605951)
1919360,Decatur City,July 01 2006,191,POINT (-93.8327285 40.7423389)
1949890,Martensdale,July 01 2016,467,POINT (-93.738629 41.3737757)
1963885,Plymouth,July 01 1992,443,POINT (-93.1232438 43.2464338)
1946065,Lockridge,July 01 2015,287,POINT (-91.7492245 40.9936662)
1979095,Truesdale,July 01 1991,151,POINT (-95.1834071 42.7292568)
1981840,Walford,July 01 2008,1464,POINT (-91.8305169 41.8796623)
1908650,Bronson,July 01 2004,277,POINT (-96.2113577 42.4090069)
1979095,Truesdale,July 01 2009,87,POINT (-95.1834071 42.7292568)
1942645,Lakeside,July 01 2002,494,POINT (-95.1771496 42.6178106)
1926940,Farnhamville,July 01 2014,355,POINT (-94.407793 42.2767837)
1931350,Glenwood,July 01 2006,5623,POINT (-95.7407754 41.0445208)
1918075,Dakota City,July 01 1999,1006,POINT (-94.1976919 42.7229033)
1962850,Pilot Mound,July 01 2013,171,POINT (-94.0183302 42.1592616)
1906850,Blakesburg,July 01 1998,286,POINT (-92.6348019 40.9619732)
1901990,Anamosa,July 01 2004,5598,POINT (-91.2757691 42.109152)
1953490,Montezuma,July 01 2019,1412,POINT (-92.5273821 41.5833762)
1933105,Grinnell,July 01 1996,8977,POINT (-92.7244148 41.7372767)
1976485,Sutherland,July 01 2001,692,POINT (-95.4950352 42.9728304)
1915960,Conway,July 01 2006,61,POINT (-94.6200534 40.7492479)
1951105,Menlo,July 01 2019,347,POINT (-94.404251 41.5221445)
1903295,Ashton,July 01 1992,457,POINT (-95.7924931 43.308844)
1900370,Adair,July 01 1995,878,POINT (-94.6434132 41.5003898)
1961050,Palmer,July 01 1996,214,POINT (-94.5984729 42.6298621)
1904195,Badger,April 01 2010,561,POINT (-94.1445463 42.6141459)
1952950,Mitchellville,July 01 1994,1791,POINT (-93.3629093 41.6678771)
1933105,Grinnell,July 01 2007,9206,POINT (-92.7244148 41.7372767)
1971040,Scarville,July 01 1995,90,POINT (-93.6165718 43.4709669)
1948495,Magnolia,July 01 1994,195,POINT (-95.8741284 41.6921843)
1965820,Raymond,July 01 1993,617,POINT (-92.2295794 42.4693809)
1968250,Rockwell,July 01 2002,980,POINT (-93.1871266 42.979966)
1974820,Stacyville,July 01 1996,476,POINT (-92.7839772 43.4390311)
1956550,New Vienna,July 01 2019,411,POINT (-91.1138852 42.5477204)
1914880,Coburg,July 01 2003,30,POINT (-95.2655524 40.9187888)
1944130,Ledyard,April 01 1990,164,POINT (-94.1585893 43.4205973)
1966540,Rhodes,July 01 1994,268,POINT (-93.1836907 41.9278263)
1953850,Moorhead,July 01 2001,224,POINT (-95.850715 41.9243406)
1985710,Willey,July 01 2014,101,POINT (-94.8223651 41.9787458)
1934725,Hartley,July 01 2018,1580,POINT (-95.4767498 43.1790472)
1907930,Braddyville,July 01 1996,203,POINT (-95.0311862 40.5806312)
1974775,St. Anthony,July 01 2017,101,POINT (-91.4457379 42.0529659)
1973920,Somers,July 01 2006,139,POINT (-94.4309564 42.3787135)
1907030,Bloomfield,July 01 1994,2649,POINT (-92.4173637 40.7487671)
1944085,Le Claire,July 01 2017,3968,POINT (-90.3686825 41.5963271)
1966000,Redding,July 01 2014,79,POINT (-94.3862876 40.6068297)
1951150,Meriden,July 01 2015,151,POINT (-95.6340769 42.7945167)
1903835,Aurora,July 01 2018,162,POINT (-91.7294524 42.6201079)
1981615,Wahpeton,July 01 2005,443,POINT (-95.1744377 43.3741639)
1943590,Latimer,July 01 1991,424,POINT (-93.3655999 42.762884)
1929055,Fredonia,July 01 1991,163,POINT (-91.3393851 41.284514)
1983145,Webster City,July 01 1992,7938,POINT (-93.8166983 42.4623327)
1938595,Iowa City,July 01 2019,75130,POINT (-91.5304657 41.6557794)
1926310,Exline,July 01 2006,168,POINT (-92.8431396 40.649046)
1935220,Haverhill,July 01 1992,99,POINT (-92.9607403 41.9441206)
1906625,Birmingham,July 01 2012,442,POINT (-91.9472595 40.8777076)
1949395,Marengo,April 01 2000,2535,POINT (-92.0679221 41.7965768)
1908560,Bristow,July 01 1993,177,POINT (-92.9079267 42.7738236)
1986700,Woden,April 01 1990,259,POINT (-93.9114238 43.2307878)
1931035,Gladbrook,July 01 2002,1001,POINT (-92.7150959 42.1860667)
1933870,Hamilton,July 01 2006,141,POINT (-92.9040865 41.1702528)
1987285,Yale,July 01 2015,239,POINT (-94.3572116 41.7753718)
1950430,Maurice,July 01 1993,258,POINT (-96.1827384 42.9660542)
1975810,Stratford,July 01 2005,722,POINT (-93.9272412 42.2691235)
1942825,Lakota,April 01 2010,2324,POINT (-94.0963165 43.3786517)
1972390,Sheldon,April 01 2010,5188,POINT (-95.8440092 43.1796213)
1981840,Walford,April 01 2010,1463,POINT (-91.8305169 41.8796623)
1983595,West Branch,July 01 1993,2025,POINT (-91.3406612 41.6627654)
1912405,Centerville,July 01 2005,5644,
1960690,Oxford Junction,July 01 1996,585,POINT (-90.954121 41.9837298)
1936885,Holy Cross,July 01 2007,347,POINT (-90.996183 42.6010877)
1955200,Mystic,April 01 1990,545,POINT (-92.9446124 40.7791816)
1984315,West Liberty,April 01 1990,2935,POINT (-91.2621646 41.5725743)
1983370,Welton,July 01 2011,164,POINT (-90.5960951 41.9076799)
1949170,Mapleton,July 01 2019,1157,POINT (-95.7904763 42.167086)
1956550,New Vienna,July 01 2018,414,POINT (-91.1138852 42.5477204)
1902305,Ankeny,July 01 1991,19364,POINT (-93.603264 41.727907)
1904555,Barnes City,July 01 2001,226,POINT (-92.4696188 41.5070595)
1900865,Albert City,July 01 2019,665,POINT (-94.949139 42.7816026)
1957630,Northwood,July 01 2009,1984,POINT (-93.2166459 43.444054)
1938010,Ida Grove,July 01 2016,2098,POINT (-95.4731796 42.343883)
1975675,Story City,April 01 1990,2959,POINT (-93.5865496 42.186602)
1954480,Mount Ayr,July 01 1998,1678,POINT (-94.2376587 40.7141372)
1902530,Archer,April 01 2010,131,POINT (-95.7440995 43.1151043)
1914250,Clermont,July 01 1996,744,POINT (-91.6523116 43.0001627)
1977835,Thornburg,April 01 2010,67,POINT (-92.3327614 41.4553947)
1903970,Avoca,July 01 2005,1525,POINT (-95.3373168 41.4828711)
1970590,Sandyville,April 01 1990,59,POINT (-93.3863323 41.3707702)
1972300,Shelby,July 01 2014,626,POINT (-95.4505587 41.5066731)
1904870,Battle Creek,July 01 2018,692,POINT (-95.6002651 42.3168556)
1931530,Goldfield,July 01 1991,707,POINT (-93.918191 42.7356412)
1917895,Curlew,July 01 2016,56,POINT (-94.7377341 42.9795272)
1987375,Yetter,July 01 2004,32,POINT (-94.8431642 42.3161325)
1917985,Cylinder,July 01 1999,100,POINT (-94.5511492 43.089664)
1966585,Riceville,July 01 1999,804,POINT (-92.5541081 43.362157)
1964020,Polk City,July 01 1995,2047,POINT (-93.7130589 41.7769994)
1929955,Garner,July 01 2003,2934,POINT (-93.6032978 43.0995359)
1917220,Cresco,July 01 1994,3664,POINT (-92.1163502 43.3717573)
1937290,Hospers,July 01 1992,671,POINT (-95.903694 43.0725353)
1904555,Barnes City,July 01 2008,222,POINT (-92.4696188 41.5070595)
1984630,Westside,July 01 1994,379,POINT (-95.1013476 42.075749)
1938640,Iowa Falls,July 01 2012,5234,POINT (-93.2661847 42.5190554)
1975990,Stuart,July 01 2003,1692,POINT (-94.3186774 41.5002688)
1985260,Whittemore,July 01 2001,516,POINT (-94.4250537 43.0633908)
1938460,Ionia,July 01 2007,259,POINT (-92.4584186 43.0360537)
1951735,Middletown,April 01 2010,318,POINT (-91.262221 40.8273404)
1954165,Morrison,July 01 2011,94,POINT (-92.6732838 42.3429631)
1945030,Lidderdale,July 01 1996,192,POINT (-94.78367 42.1224953)
1909100,Buckeye,April 01 2010,108,POINT (-93.3758285 42.419473)
1939135,Jackson Junction,July 01 1995,86,POINT (-92.0462156 43.1013241)
1914655,Clutier,July 01 1999,198,POINT (-92.4036082 42.0793295)
1953895,Moorland,July 01 2015,162,POINT (-94.2954106 42.4413943)
1967350,Riverdale,July 01 1993,635,POINT (-90.4637332 41.5370578)
1925365,Ely,July 01 2015,2077,POINT (-91.5850379 41.8753461)
1919180,Dayton,July 01 2001,881,POINT (-94.0711394 42.262259)
1934770,Hartwick,July 01 1999,108,POINT (-92.3453557 41.7861465)
1958170,Oakland Acres,July 01 2017,157,POINT (-92.821163 41.7204392)
1953670,Montour,July 01 1994,322,POINT (-92.7149939 41.9802608)
1912270,Center Point,July 01 2018,2556,POINT (-91.7794373 42.1843009)
1952860,Missouri Valley,July 01 1996,2903,POINT (-95.9027827 41.5573821)
1931350,Glenwood,July 01 2013,5252,POINT (-95.7407754 41.0445208)
1954705,Mount Pleasant,July 01 1991,8150,POINT (-91.5452743 40.9621765)
1914520,Clive,July 01 1994,9317,POINT (-93.7972549 41.6144592)
1921540,Dixon,July 01 2013,249,POINT (-90.7823709 41.742124)
1947595,Lynnville,April 01 2000,366,POINT (-92.7868908 41.5728356)
1918435,Danville,July 01 2011,928,POINT (-91.3145579 40.8600374)
1917175,Crescent,July 01 1998,520,POINT (-95.8581593 41.3654889)
1947280,Luther,July 01 1993,144,POINT (-93.8200542 41.9669307)
1953265,Monmouth,July 01 1999,171,POINT (-90.8821601 42.0751031)
1977970,Thurman,July 01 1997,225,POINT (-95.7488095 40.8202236)
1982650,Waucoma,July 01 2009,236,POINT (-92.0341066 43.0554679)
1976935,Tabor,July 01 2006,947,POINT (-95.6737118 40.8949387)
1981885,Walker,July 01 1993,659,POINT (-91.7808739 42.2873128)
1984835,Westwood,July 01 2011,112,POINT (-91.6266238 40.9647732)
1922215,Dow City,July 01 2006,458,POINT (-95.4943457 41.9279982)
1936705,Holland,July 01 2001,243,POINT (-92.7988148 42.3999555)
1946830,Lovilia,July 01 2017,516,POINT (-92.9081459 41.1349356)
1946155,Logan,July 01 2003,1495,POINT (-95.7916479 41.64514)
1913080,Cherokee,July 01 2018,4893,POINT (-95.5525761 42.7508555)
1932790,Greenfield,July 01 2009,1851,POINT (-94.4591514 41.305599)
1979950,Urbandale,July 01 1998,27675,POINT (-93.7813726 41.6390015)
1947595,Lynnville,July 01 2006,376,POINT (-92.7868908 41.5728356)
1975810,Stratford,July 01 1993,747,POINT (-93.9272412 42.2691235)
1926895,Farmington,July 01 1993,664,POINT (-91.7390137 40.6388538)
1900190,Ackley,July 01 2015,1546,POINT (-93.0527656 42.5518776)
1949620,Marquette,July 01 2009,430,POINT (-91.1905647 43.0446015)
1987420,Yorktown,July 01 2001,81,POINT (-95.1543964 40.7353688)
1945255,Lincoln,July 01 2017,152,POINT (-92.6913872 42.2634642)
1925815,Essex,July 01 2002,854,POINT (-95.3038067 40.832679)
1959070,Ollie,July 01 2009,157,POINT (-92.0923057 41.1991478)
1913620,Clarion,July 01 2005,2799,POINT (-93.7293596 42.732213)
1967035,Ridgeway,July 01 2019,287,POINT (-91.9926366 43.2988771)
1945975,Livermore,July 01 1993,424,POINT (-94.1840413 42.8680302)
1952905,Mitchell,July 01 2012,136,POINT (-92.8708732 43.320421)
1928965,Fredericksburg,July 01 2006,878,POINT (-92.1963762 42.9646442)
1926895,Farmington,July 01 2015,644,POINT (-91.7390137 40.6388538)
1963615,Pleasant Plain,April 01 2000,131,POINT (-91.8596295 41.1472162)
1954390,Moulton,July 01 1996,573,POINT (-92.6765242 40.6854079)
1917220,Cresco,July 01 2013,3833,POINT (-92.1163502 43.3717573)
